amount,is_new_receiver,transactions_today,Class
80.74282905003531,1,1,0
11281.928865364594,0,9,0
696.1209005850027,1,10,0
3835.0866644037033,1,6,0
8679.04228700601,1,3,0
3103.089766586038,0,8,0
156721.7615346224,0,20,1
3130.214724881551,0,5,0
828.8102238800544,1,1,0
3201.206779049441,0,2,0
724.458407334322,1,14,0
531.3711082476161,1,17,0
3646.026288440978,1,7,0
3425.1221553508985,1,20,0
696.7232313224303,1,4,0
2299.573043837228,0,18,0
1270.074042662852,1,14,0
2987.672674481287,1,10,0
6025.619274365207,1,14,0
1133.7600471092005,0,1,0
2369.8023560341308,1,9,0
5574.988591620094,1,0,0
13550.575264302199,1,0,0
159734.722170051,0,20,1
909.9201559970757,1,4,0
442.95050180767686,0,15,0
1493.799901601008,1,1,0
788.2030540923104,1,8,0
628.759601288797,1,3,0
2399.4532515597675,0,12,0
482.13471412067395,0,13,0
1078.2987715585757,1,3,0
924.7517458129084,1,1,0
2694.7612576855786,1,16,0
1018.5218644271184,1,3,0
8045.562371563478,0,7,0
10793.348515674532,1,11,0
5434.791498281888,1,1,0
444.2445131199981,1,2,0
208.38824565937878,1,12,0
139204.23502777074,0,1,1
2930.830502027831,0,13,0
3165.851367844184,0,6,0
1592.9323672498472,1,13,0
399.72304929691416,0,1,0
952.568075215103,0,10,0
2009.914612748898,1,3,0
2419.3422348130657,1,6,0
285.6437292426988,0,12,0
1607.079613258864,1,2,0
300.803924053264,1,9,0
112.25086318413597,1,8,0
1306.234735634516,1,10,0
4788.473140501005,0,2,0
5882.446388844875,0,13,0
3339.032759399437,1,7,0
583.8958660403999,1,12,0
3116.2431759267656,0,5,0
3170.0074391741814,1,13,0
5866.793866364123,1,6,0
12622.041054483248,0,4,0
2773.1891269408625,0,1,0
80111.11586498129,0,20,1
2640.144458341202,1,1,0
1715.6849964303078,1,11,0
9.955525555609471,1,0,0
1533.8130363238713,0,10,0
2989.9388257265846,0,13,0
3204.920826337074,1,1,0
180.79243266720178,1,0,0
367.950923139604,1,13,0
2581.4934535448815,1,11,0
30.987253479702645,1,1,0
2807.756993268547,1,8,0
6032.421330484489,1,8,0
1046.3702455937075,0,9,0
1175.1830972610544,1,10,0
5204.8631477888675,1,5,0
7286.243020082456,0,4,0
1294.2310273160604,0,2,0
1025.2496612756365,1,10,0
1972.291375182218,1,3,0
194704.49986264674,0,20,1
195.55093223050392,0,9,0
1438.9575687516642,0,10,0
4402.326604393509,1,1,0
1910.1230489084376,1,2,0
8418.077469937727,0,2,0
5479.373001465129,1,16,0
671.6994039348435,1,20,0
4798.2836308430715,1,17,0
363.6455366090516,1,2,0
1941.7682652749043,1,7,0
147051.56752166446,0,20,1
1342.717533147988,1,12,0
5453.161116418261,1,6,0
3302.019210821622,1,2,0
3179.2230973109477,1,11,0
2955.3665881900197,1,4,0
4565.336954364906,1,6,0
165.2814203761709,1,9,0
4497.379039493807,1,15,0
8263.931619308134,1,3,0
5060.819175675235,1,5,0
4591.37834598605,0,6,0
4446.000108766976,1,5,0
461.2505996610633,1,13,0
2954.6006274954934,0,19,0
2583.5794050859945,1,0,0
1410.5997952183525,1,12,0
404.9838969565976,1,0,0
2310.2060413346503,1,17,0
195975.78102219343,0,4,1
11743.24960405365,1,17,0
2904.3256940633073,0,16,0
1021.3738676993311,1,15,0
1002.3749605517513,1,3,0
454.9108172779631,1,0,0
5200.404473161099,0,9,0
81.64756072172877,1,17,0
1540.444403445467,0,2,0
1611.521272798974,1,0,0
787.7898963238495,0,18,0
2880.716426505288,1,8,0
1033.4347324847577,0,18,0
15925.84877656017,1,0,0
7924.725286125863,0,14,0
1318.6782343999537,1,4,0
980.6348647469622,1,4,0
2631.408110313257,1,8,0
674.9905762220772,1,3,0
3653.265636879612,0,0,0
3480.462371215782,1,13,0
3780.056371796039,1,7,0
220.65821631960247,0,11,0
24.091944854497093,1,0,0
4864.75751480817,1,3,0
418.2639760081949,1,8,0
4124.613231756744,1,3,0
589.8308614588301,1,16,0
986.7376323080364,1,4,0
7572.625434263779,1,7,0
1663.8670179742417,1,4,0
2562.0566371908258,0,0,0
346.0446805996094,1,5,0
1034.6808482229208,1,7,0
1230.4478047675375,0,15,0
412.02835847520885,0,19,0
1659.665217012222,1,1,0
1614.8057973628217,0,5,0
7490.931586766577,1,8,0
6848.922573538651,0,4,0
319.34719998126053,0,3,0
690.307193953156,0,7,0
732.7311279024528,1,3,0
8636.788699894698,0,13,0
1157.8195234664693,0,0,0
2011.172822936665,1,13,0
1893.948184436512,1,8,0
296.5184741615605,1,13,0
1729.813773555326,1,1,0
1353.3506277898587,1,1,0
2282.003110621759,0,5,0
11310.484808214993,0,1,0
3232.6527171357206,0,1,0
7739.241987089485,1,5,0
198.79194761001096,0,20,0
390.8577602467983,0,17,0
1673.9987665254673,1,0,0
427.4660717671646,0,1,0
1092.099388863192,1,6,0
2261.0017536150353,1,4,0
4009.531893748706,1,4,0
7654.976193325676,0,5,0
1698.817508213635,1,3,0
2372.9223423716803,1,6,0
3958.1810557310237,1,11,0
4639.786676718798,1,10,0
1953.0809715417697,0,7,0
1682.4076359871165,1,3,0
17.410325845522294,1,7,0
6371.145251950729,1,2,0
98.74501631261066,1,4,0
4423.446260607395,0,2,0
1704.3977111079296,1,2,0
5857.291916100174,1,9,0
12076.783436311438,1,9,0
4477.4909847391555,1,9,0
403.1399041761491,1,20,0
2594.332669397475,1,5,0
2829.7716565294427,1,16,0
5980.110081288568,1,10,0
4081.4330711787857,0,2,0
59271.01507385743,0,20,1
818.0188848305659,1,10,0
2516.301661329528,0,9,0
5342.93864554722,0,3,0
1775.3244516848642,1,17,0
3374.891983640371,1,15,0
2205.440497027047,1,5,0
7339.807283041136,1,0,0
2182.3857499373457,1,1,0
802.5185080854425,1,10,0
559.7589721795781,1,3,0
5303.690303016949,1,7,0
1234.0173142934557,0,6,0
746.3364249411374,1,0,0
791.9709595574495,1,1,0
5517.520268123346,1,10,0
156.28192579606406,1,0,0
124616.73327733419,0,20,1
69.56455798014613,1,8,0
170014.664519978,0,8,1
1718.1951349420847,0,5,0
220.7045851693694,1,14,0
2053.520526368303,1,4,0
746.0258383472525,0,15,0
1815.4745936578634,1,2,0
47.22897191668209,1,4,0
1777.299670417668,0,1,0
989.6667003301403,0,7,0
9240.940060403129,1,3,0
3589.1985486805397,0,16,0
95.71169238944323,1,12,0
2551.412433631433,1,6,0
4531.208855760666,1,0,0
1669.5781723212885,1,11,0
11630.505378667032,1,6,0
4215.920596708581,1,6,0
644.8193025542041,1,11,0
2740.0949895995723,1,1,0
226.64560653705215,1,3,0
194.21283381015718,1,13,0
4339.408041438597,0,11,0
2138.2807223665154,1,11,0
1500.428884367999,1,16,0
5747.803130469218,0,5,0
132.68445513658756,0,19,0
13.570269045975358,1,9,0
964.5489459410659,0,0,0
707.0308575366606,1,20,0
1844.076789020924,0,10,0
11.13990523789841,1,5,0
7721.075287416765,1,1,0
5431.647991709571,1,0,0
534.1659009349946,1,7,0
2902.232793686462,1,6,0
1153.6408289292028,0,1,0
5097.628233411432,1,7,0
6264.702968741219,1,13,0
2739.946826287222,1,3,0
6757.429313156323,1,8,0
1050.5061214321388,0,2,0
1305.6934860216868,1,4,0
204.18874474965105,1,0,0
1395.6262968351177,0,6,0
5327.08721629972,1,17,0
854.8766581544315,1,3,0
4147.825260020722,1,6,0
3002.9772379053447,1,0,0
432.30649022033936,1,9,0
1921.5773602792688,1,7,0
475.7849120049409,1,6,0
649.1401486909266,1,17,0
900.5395359241852,1,10,0
5205.783829365732,1,2,0
4780.030928621603,0,2,0
5813.9241451498965,0,14,0
820.7998336304269,1,18,0
119288.87655586627,0,20,1
3609.6601255017727,1,5,0
3437.054047639944,0,16,0
792.8024028889876,1,20,0
242.47177634650893,1,0,0
1064.517131907827,0,5,0
1592.6169692506915,1,9,0
5915.967951714593,1,3,0
8005.823309460518,1,16,0
120514.56593395752,0,0,1
1264.1995042653307,1,3,0
7698.266475479102,1,2,0
8536.203789699644,0,7,0
3946.894625931473,1,9,0
3530.0035999948645,1,20,0
1801.4269587895894,1,6,0
6358.4083273142,1,2,0
4584.667265799601,1,14,0
7041.29560273257,1,18,0
2206.9181730528708,1,4,0
332.8202645290872,1,7,0
552.2337099128127,0,14,0
1147.9381634003096,1,4,0
654.0679182106568,1,15,0
6169.723197281467,1,0,0
2148.588433624241,1,3,0
274.63421295347194,1,2,0
2430.842328251324,1,4,0
1432.7951951962655,1,0,0
3958.8147074657204,0,2,0
143.21359419710052,0,4,0
3483.4920251901876,0,0,0
415.4745107979603,1,3,0
2060.900296519541,1,0,0
5844.984049226317,1,10,0
4243.810757232222,1,18,0
1147.8413281630592,0,2,0
7735.228951805775,1,5,0
2385.1244255909514,0,4,0
5164.229842218502,1,6,0
2562.4757836188805,1,15,0
5960.706619732052,1,5,0
4490.180396168269,1,9,0
5727.031286071631,0,13,0
4463.717034082081,1,8,0
1250.6521504003815,1,1,0
7900.345170771123,1,6,0
3375.615961299398,1,19,0
179.32623732656347,1,0,0
6599.926753291786,1,3,0
57868.524785041875,0,20,1
332.17032309950423,1,4,0
120991.23338326531,0,9,1
1617.7844469978938,1,5,0
2082.1046247687123,1,3,0
1640.6218777352856,1,8,0
4174.082351740603,0,0,0
159.62188596625717,1,1,0
3864.653808080058,0,5,0
4055.267195893547,1,10,0
78.95615548044762,1,8,0
463.3012223479627,1,14,0
1408.9668444497177,1,20,0
2386.8966149265652,0,8,0
522.4866890917104,1,4,0
6301.0852198696375,1,6,0
6687.4498580740665,1,0,0
187.03516817923213,1,12,0
685.7752726049858,0,3,0
2445.8515950345554,1,20,0
1655.3446406479961,0,7,0
6524.019304797487,1,4,0
2284.347142331143,1,9,0
184742.09124391017,0,20,1
3790.633425385251,1,20,0
2517.2702146611487,1,3,0
5658.97589157602,1,3,0
8471.843245704105,0,5,0
146.94056238534202,1,14,0
6053.165822782484,1,1,0
3029.38371517581,1,0,0
9963.348367233828,1,3,0
4368.2130807311205,0,10,0
16763.61772746743,0,18,0
192993.17554963025,0,20,1
2140.6582457987533,0,19,0
3784.9618298763885,0,3,0
2706.76531721347,1,3,0
104029.72529161302,0,19,1
972.7312823678557,1,17,0
1111.6516343389173,1,11,0
1199.356897859769,1,13,0
8549.044216230628,1,10,0
2937.592073554214,1,5,0
7643.524200183205,1,0,0
4724.480776224829,1,9,0
1009.8404494364911,0,13,0
715.3891770106294,1,3,0
3293.3235607229963,1,0,0
6172.089159423085,1,10,0
1595.6615982412136,1,9,0
464.29557555721993,1,6,0
4530.258316413921,1,12,0
24.559342448507376,1,3,0
866.9605069561347,1,11,0
2740.2210380470874,1,9,0
2729.648917743703,1,1,0
324.9027273082393,0,2,0
11296.45350430505,0,5,0
92300.07586893067,0,20,1
4005.6228675794478,1,12,0
3853.0885184226386,0,2,0
1497.997962385109,1,12,0
1576.3414457826348,0,3,0
831.6042576627431,1,9,0
8921.21096541563,0,9,0
2106.365196068076,1,10,0
156.25145249487295,1,14,0
457.8868930074909,1,14,0
416.8377341002705,1,20,0
2379.103494449396,1,10,0
1529.008399129487,1,11,0
1775.5955952747554,0,3,0
3596.0927210309296,1,6,0
5514.048790580993,1,1,0
6448.306746821923,1,5,0
4834.762545989274,1,9,0
3316.8859373187224,1,4,0
4482.2470166181765,0,12,0
4880.54063650575,1,10,0
3370.6959798403273,1,13,0
3290.5518988222266,0,18,0
9047.36843672761,1,4,0
1227.8095838871861,0,0,0
1724.3991617242737,1,0,0
3797.053397485035,1,5,0
682.1504719011651,1,7,0
2959.1294052125063,1,9,0
15104.867226493147,0,9,0
9385.144433363372,0,1,0
949.8508949021808,1,15,0
887.7098373999991,1,0,0
352.10703047431963,1,4,0
1141.6856186773464,0,0,0
2549.8565912036534,0,1,0
15826.991503414434,0,1,0
1322.6009867756923,1,9,0
11705.47514538283,1,6,0
5449.523198285223,0,9,0
4389.781045547464,1,3,0
4182.734236113121,0,8,0
794.8403411547371,1,9,0
245.215387696434,1,4,0
7899.764716758487,1,5,0
1440.1228875275315,0,18,0
1229.7194992123798,0,4,0
362.6596991418206,1,4,0
1441.4956446222398,1,0,0
5031.545196029312,1,9,0
2641.2042541420556,1,6,0
10739.035294913872,0,1,0
7121.543072439806,1,16,0
1194.3153175640532,0,3,0
5677.437732016329,1,6,0
4822.910939239635,1,20,0
410.9979873094396,1,4,0
169.85148192061476,1,20,0
1897.4932876182975,1,0,0
2177.04306456385,1,10,0
8907.379642197508,1,6,0
3346.049221181372,1,3,0
1398.52675507493,1,4,0
1527.7803030956113,1,9,0
2127.6557220468853,1,15,0
2056.5149516217934,1,3,0
8543.784115524866,1,5,0
754.8477147265735,1,6,0
1809.8955857855613,1,9,0
143456.85977593888,0,12,1
1759.8619215695792,0,4,0
5038.6587170269395,0,4,0
1852.3811092113465,0,5,0
1586.1405528920889,1,12,0
7802.743594657073,1,17,0
4281.122372476916,1,6,0
4217.461523456045,1,9,0
573.3424753814869,0,8,0
1938.408341290057,1,0,0
490.2396476040495,1,4,0
333.9428638288433,1,3,0
2521.5466542938093,1,4,0
3680.441491435943,0,2,0
3366.2141040518472,1,18,0
10176.084456036206,1,2,0
3230.200117056611,1,2,0
3465.2497982014725,1,6,0
5716.734114243555,1,3,0
7293.070746461043,1,15,0
1915.3279337258593,1,4,0
1898.9518985880582,0,4,0
4031.4718802211396,1,11,0
4973.440487791485,0,7,0
1539.9625893272723,1,5,0
710.0177140654231,0,13,0
1192.005058476026,0,7,0
6595.508607844019,1,1,0
1787.6875749401952,1,15,0
2207.5233079638356,1,13,0
4084.4220034892865,0,1,0
36.93163491843935,1,3,0
5395.589046244432,1,16,0
5336.864059027122,1,2,0
181873.8649833282,0,20,1
5800.496526557514,1,1,0
4442.676696556722,1,0,0
257.5530561531802,0,4,0
4822.709447655594,1,9,0
3779.918724865642,0,20,0
5285.712667959106,0,7,0
333.9413407746623,1,7,0
2418.749430520642,1,7,0
2870.1277587274963,1,9,0
1208.6869179853643,1,1,0
9300.589816180109,1,5,0
7680.646852063024,1,15,0
278.07476364254785,1,10,0
198632.5268039392,0,20,1
1732.8902464961348,1,5,0
1836.4125814764027,1,12,0
418.28114011847146,1,12,0
11166.006083855289,1,18,0
3097.3573608324327,1,2,0
1793.573022707235,1,11,0
358.48176423881614,1,14,0
2754.797180495907,1,0,0
327.5997512145725,1,15,0
3298.1274632806826,1,14,0
2412.860943159496,0,6,0
2193.4237842881635,1,18,0
622.147425275346,0,8,0
136635.685213195,0,20,1
377.9305569276605,0,14,0
5861.367515840939,1,5,0
12986.722171253561,1,5,0
7316.406768503421,1,2,0
1655.9737128768486,1,6,0
1658.3001472008414,1,5,0
403.7414634562587,1,4,0
1342.7307621818397,0,0,0
305.8949446339821,1,10,0
11028.790903015595,1,5,0
599.0988882221412,1,20,0
1444.6357627277905,1,4,0
3521.291859760836,1,11,0
1587.7000753038667,1,5,0
4922.801854209505,0,0,0
41.19594106822328,1,11,0
6768.193456936458,1,20,0
771.3161551607221,1,7,0
397.70348473807485,0,4,0
2382.742768500096,1,11,0
3719.750597640215,0,2,0
3025.5575716802095,1,12,0
960.0515923808518,1,18,0
4476.134485402673,1,12,0
340.6498443879726,1,8,0
3834.8103101307083,1,6,0
15014.278017297012,0,9,0
1233.4955167434102,1,6,0
1314.894742468378,1,0,0
227.24514991119403,0,6,0
3387.071135675672,0,20,0
3224.470182970043,1,8,0
96.27063393148462,1,0,0
2896.6367361664516,1,4,0
1804.771596106305,1,10,0
2807.260469562271,0,4,0
3197.497642403717,1,6,0
3469.391910934782,0,6,0
5206.106788816352,1,14,0
612.4244232386341,1,2,0
431.5177927514598,1,9,0
2905.7940038371007,0,5,0
10723.316802068028,0,5,0
2376.1453187815705,0,7,0
548.0347584868855,1,17,0
2282.7346666946655,1,11,0
341.7456864143741,1,9,0
8809.28174874389,1,18,0
491.8924060685443,1,10,0
143.98545341686355,0,14,0
1651.8585977959647,0,2,0
1287.991510817069,0,12,0
273.09936593039345,1,10,0
4343.587325134053,1,4,0
4480.768134398782,1,3,0
958.1068681638401,1,11,0
2340.743926383402,1,4,0
1543.7361078790063,1,0,0
4057.4231901239614,0,4,0
2213.3036857521497,0,0,0
6275.808324956093,0,8,0
7137.953564773486,1,3,0
220.2156592858322,0,20,0
1051.024709566501,1,6,0
190.77142217044442,1,3,0
169.9707300314476,1,0,0
4060.693207353186,1,18,0
1250.950689474164,0,3,0
1355.6199441472731,1,1,0
11720.483064254302,0,9,0
4491.439432893061,0,3,0
1764.8457258663843,1,5,0
251.67701148105294,1,17,0
3386.9899736944362,1,2,0
182970.68961375143,0,20,1
1610.8940193958306,0,2,0
3007.054147818054,1,2,0
1406.3814093878198,1,5,0
6462.82179901674,1,6,0
1717.8558726101464,1,5,0
7093.462670564181,1,0,0
1491.838967682322,0,1,0
3617.138311600239,1,3,0
362.0815955502493,1,10,0
2581.904068140852,1,15,0
1134.5287528587728,1,14,0
3512.220471799499,0,9,0
138182.651038089,0,20,1
4841.881545472612,1,9,0
6726.772189905168,1,5,0
4417.90237637178,1,3,0
733.1021621032417,1,6,0
2070.221757080084,1,15,0
788.7997531421555,1,4,0
87502.02140724409,0,20,1
20.925727085694266,1,9,0
6924.93400775923,1,0,0
6975.556893889866,1,16,0
3736.719380966946,1,1,0
3153.568634712971,0,6,0
1631.6350288375634,1,3,0
3355.197842703368,1,9,0
3591.35815650425,1,6,0
7273.379092936057,1,2,0
8300.819888266626,1,0,0
2052.0709502059826,1,13,0
122375.93593287368,0,20,1
1453.3921642539442,0,14,0
3188.88168673302,0,15,0
4908.4807844770885,1,4,0
5251.602520800349,0,7,0
262.1419110715786,0,20,0
5831.339216296842,0,2,0
42.28366915370608,1,8,0
2613.9785513029556,1,2,0
4696.760704362011,1,0,0
181670.70075258624,0,20,1
147.79562288149089,0,11,0
1939.8882128474709,1,20,0
87.59064058337687,0,0,0
1895.6442567307545,0,7,0
83.11230212903716,1,4,0
6304.013571856806,1,12,0
284.377517982263,1,0,0
3854.8914108788736,0,18,0
1403.7581324617902,1,20,0
1055.641276459861,0,10,0
467.53648095831835,0,3,0
988.5582447031092,1,17,0
1679.293381281264,1,1,0
4374.031709071858,1,14,0
2400.0652820844766,0,7,0
1256.998903992773,1,12,0
2283.6613794670598,1,0,0
1255.0380063370073,1,16,0
965.563754082417,1,15,0
3225.8324274942934,1,16,0
6582.151449136919,0,7,0
1403.690711572532,0,11,0
2829.9842746074773,1,6,0
4436.4764573627845,1,14,0
787.3699047603588,1,6,0
3425.278631531224,1,6,0
2036.336325070041,1,1,0
1069.055823285922,1,6,0
2137.510057641361,1,11,0
1352.8111847327193,1,18,0
284.49703939441883,1,7,0
1003.474181263975,1,1,0
764.8984604043326,1,20,0
4654.364459961622,1,11,0
2484.3988507263753,1,2,0
669.5113394567888,1,7,0
2573.748372160244,1,8,0
3510.6810951610955,1,9,0
2979.587832384781,0,8,0
5354.567202045725,1,14,0
4258.523048169115,1,14,0
4221.998666833453,1,11,0
261.8623541924425,1,15,0
2815.5730936243854,0,13,0
3089.8605602856396,1,12,0
4797.918205397059,1,2,0
9388.598054687014,1,0,0
1052.1165840335477,1,7,0
1343.5100222694873,1,9,0
6996.989225057677,1,3,0
2737.172379107505,1,0,0
167571.02593339974,0,20,1
3577.5387595369316,1,5,0
1055.429589112047,1,4,0
5768.906520000328,0,7,0
437.8365733645283,1,12,0
3611.994075397876,0,1,0
2358.036188906077,1,14,0
2509.5679658296044,1,1,0
50.86590867656764,1,1,0
1746.45357643818,1,3,0
4840.602367168819,1,0,0
80.24721791516747,1,7,0
179465.67525519658,0,9,1
9029.24207256955,1,3,0
823.6765199233132,0,14,0
3224.525989095807,0,16,0
2934.9601985199242,1,3,0
2987.7732111460527,1,8,0
138.72416371688047,1,4,0
5144.437910550104,1,16,0
7206.328135390321,1,0,0
3503.892881507994,1,7,0
6869.393442771524,1,4,0
265.22470381478234,1,11,0
5858.1130429427585,1,5,0
1004.8802736510106,1,10,0
11297.222514020827,1,4,0
2447.8019185868384,1,3,0
2221.941659946013,1,9,0
4339.914160101533,1,8,0
2674.6161250406644,0,18,0
4099.574129985326,1,10,0
1263.0471884666958,0,15,0
4078.8524428822466,0,5,0
3273.7489156587485,1,13,0
148322.94364348773,0,20,1
8716.070134894657,1,12,0
3349.8878887962373,0,20,0
864.6145392703418,1,10,0
1450.8145939248539,0,12,0
3192.3480532085446,1,4,0
790.8532380421046,0,7,0
163641.11128266875,0,20,1
1542.163636114377,1,3,0
2023.8866714693074,1,5,0
1222.1410470861813,1,0,0
80928.36159325477,0,20,1
2347.4277744787787,1,2,0
11431.937704293667,1,2,0
930.3771767942277,0,6,0
1023.3323274401915,1,9,0
1742.1400708662152,1,12,0
236.33663947223073,1,14,0
116203.29938020467,0,20,1
2045.6834373619904,1,10,0
118.7106095705287,0,6,0
2196.293591119772,1,0,0
2542.0154862574636,1,10,0
3077.700023914903,1,4,0
160648.92627868484,0,20,1
8018.924819623899,1,9,0
1291.8448707324449,0,10,0
4603.2648303967035,0,12,0
4735.7091916557265,1,0,0
908.8806977990711,0,6,0
445.6818800120496,1,4,0
507.7497647886811,1,9,0
3103.4618228539666,1,9,0
2822.0699889943144,1,6,0
1116.564942406587,1,3,0
1611.498563464127,0,1,0
994.4363938710803,0,18,0
628.9772354172766,1,10,0
539.5415566071833,1,9,0
1818.0477909874055,1,3,0
4684.900480430988,0,13,0
4632.132338783262,1,20,0
14650.751763494984,1,7,0
10423.292765551427,0,5,0
2295.442817344845,1,8,0
273.01003441140176,0,4,0
527.0748596100084,1,0,0
6919.7086305890125,0,8,0
1838.6722611564371,1,2,0
4759.781976290463,0,18,0
2833.580877978354,0,12,0
3530.6663975658757,1,7,0
8306.557177710447,0,11,0
1719.251386523701,0,11,0
1410.4227561827897,0,3,0
1023.9552391590479,1,20,0
4721.829937248264,1,0,0
589.787221412499,1,5,0
9389.453130075497,1,18,0
12061.28320208333,1,3,0
1417.5507168292665,0,6,0
7410.626225401826,1,3,0
692.4538152816269,0,1,0
3995.36339208646,0,2,0
1846.875206837861,0,10,0
4958.361921194545,1,9,0
9192.254640064137,0,20,0
2381.6473936344482,0,10,0
1555.8177794652004,0,3,0
244.7851449320262,1,9,0
3390.701475641622,0,4,0
1000.7694438803962,0,17,0
3472.868023852347,0,3,0
967.281893349842,1,6,0
4167.247132549345,0,6,0
5488.644044119051,1,13,0
881.9366395915227,1,20,0
7940.961007775814,0,5,0
85764.81185549006,0,20,1
1791.1108274490173,0,7,0
331.0426820126637,1,3,0
4546.797728315333,1,14,0
216.99305780385507,1,0,0
8416.378719913713,0,4,0
8641.343578803086,1,10,0
2978.4310305588597,1,8,0
6531.938701546006,1,0,0
930.9172236423651,1,10,0
758.2526538788471,1,1,0
281.95326937910477,0,1,0
466.3932295045864,1,1,0
3746.590386037923,1,2,0
1000.8478269140563,1,6,0
11443.018754103756,1,12,0
2483.3772529942457,1,2,0
806.643857215006,1,1,0
2461.974814826893,1,0,0
1180.5537799452236,1,0,0
2507.2060020592526,1,19,0
3457.8626556458466,1,7,0
6048.334819836217,1,11,0
460.4122248707776,0,7,0
1661.8427035019733,1,1,0
3402.1653531792595,1,0,0
241.6346274799717,1,11,0
7755.459857874542,1,10,0
2216.434085370254,1,6,0
911.1044481067197,1,3,0
1746.852701380544,1,5,0
5992.263685664496,0,1,0
2271.5024915387153,0,0,0
2180.2996489742177,0,2,0
2223.4227971500104,1,19,0
187765.09010084075,0,20,1
1586.516238411856,1,20,0
2873.4623633668375,1,2,0
2712.085187758743,0,3,0
1108.1057121448607,1,4,0
1065.9666617040812,0,0,0
3946.527810857105,1,4,0
555.6746488759734,0,7,0
4683.024826296607,0,0,0
1925.604910922104,0,8,0
52147.113710929865,0,16,1
4167.050116721157,1,0,0
5349.231696828402,1,1,0
10214.220918851644,1,9,0
2351.196605905978,1,8,0
267.45633508121534,1,16,0
4461.372717962993,1,15,0
4058.675068021815,0,9,0
382.0867401849116,1,8,0
1401.3477679477287,1,17,0
86098.21318724379,0,20,1
4220.100831372672,1,7,0
5734.805474238236,1,6,0
10940.080026940905,1,13,0
3030.5815969156397,0,3,0
151569.04777356813,0,20,1
218.08814890543334,0,18,0
334.19711801998875,0,8,0
23301.44508403466,1,7,0
9605.285843659334,0,6,0
6597.508158245204,0,1,0
98733.33382310087,0,8,1
1362.2250177176475,1,1,0
67811.54587836284,0,20,1
2713.2811620740363,0,2,0
1073.8562438548092,0,8,0
5857.2685251715,1,4,0
1385.4083061288468,0,3,0
3116.3340824343713,1,5,0
3334.810934142071,1,0,0
3658.9410375743323,1,7,0
1919.4199721179525,0,6,0
2592.046890613674,0,1,0
140.81212868821896,1,0,0
374.97630012685664,0,2,0
2533.508252023004,1,0,0
9508.348577016139,0,5,0
14478.52243672597,0,20,0
105.15633827154417,1,11,0
165.4789541123972,1,11,0
7531.738901981064,0,6,0
3877.2682092883606,1,9,0
214.87940080095427,1,9,0
158.3610411933252,0,2,0
343.01792763933844,1,2,0
1964.6365525674798,1,7,0
3038.0274378177483,1,7,0
1926.3337397121375,1,16,0
953.993981413547,0,3,0
737.6852996233356,1,3,0
1245.166354722851,1,16,0
517.4599162340631,1,2,0
207.35504748179517,0,2,0
29.744839020181004,1,4,0
202.14140604543698,1,5,0
2729.9813406763806,1,14,0
1388.8599469191845,1,1,0
272.20358984724373,0,8,0
2160.797351330345,1,18,0
2454.0592812782243,0,8,0
1988.07771610102,1,6,0
530.3659288746843,0,1,0
6652.700923222692,1,20,0
1006.4027657174772,1,4,0
4903.386675171912,1,7,0
3306.4938445943176,1,20,0
1798.3094631696201,1,1,0
885.3876520061345,1,7,0
3161.1226908958292,0,7,0
8025.65337485538,1,4,0
4981.217914351801,1,4,0
3829.368663294933,0,6,0
971.5119092822115,1,3,0
3844.7781814163113,1,4,0
4700.837304710689,1,2,0
215.20368742447428,0,3,0
2587.333370713904,0,9,0
2168.760934718058,0,9,0
4742.317158256639,0,11,0
3213.919709548147,1,2,0
3419.427657722141,1,12,0
1922.8368630606308,1,9,0
8441.457871213986,0,2,0
65689.45685348884,0,20,1
303.92854241542045,1,1,0
642.7799069877802,1,8,0
5933.120032776243,0,13,0
415.0744320525146,1,20,0
1305.4165445639503,1,5,0
91.51990107751634,0,1,0
1630.2357507560712,1,0,0
4521.567760044013,0,0,0
9180.385342205456,1,19,0
1618.2264876345594,0,8,0
356.60044779170676,1,6,0
206.95823692386972,0,9,0
2406.3280643929434,1,15,0
3471.8613227215933,1,6,0
195.53410492966108,1,9,0
3634.5825207960006,0,2,0
2045.2242755675304,1,8,0
2724.171952146433,1,6,0
8430.802670004494,0,8,0
620.530816466214,1,9,0
388.367490122502,0,0,0
6423.273449686777,1,4,0
3939.3321212005417,1,8,0
999.22676433944,1,3,0
512.6034030081187,1,2,0
3953.369267506285,1,3,0
218.09425247387026,0,4,0
478.01191175404983,1,0,0
8089.978097031359,1,7,0
2804.1187200818795,0,1,0
163.3514910226047,1,5,0
8306.481641296334,1,3,0
1550.5526482658597,0,6,0
7207.991646268066,0,13,0
3641.7206036783023,0,9,0
2528.86756188805,1,10,0
6157.201066333151,1,6,0
3157.2003856883066,1,3,0
268.74604346762345,1,7,0
896.1045412829712,1,10,0
56356.84100696561,0,16,1
448.2958379308471,1,5,0
1518.396780993594,1,11,0
2872.3569138274324,0,5,0
1016.6230104358339,1,4,0
3580.2516542599433,1,20,0
6712.841943237045,1,11,0
2659.9068496913005,1,6,0
1813.322586619509,1,4,0
1333.1538020868402,1,12,0
745.9364763059275,1,13,0
683.7029150249004,1,4,0
533.0456414265501,0,3,0
1847.0179628211579,1,0,0
6902.428125692449,1,12,0
3464.4358878455555,1,5,0
694.5387072697669,1,1,0
847.0785110625943,1,8,0
557.9961686915062,1,9,0
