message,label
Govt scheme: Get ₹500000 directly in your account. Apply: tinyurl.com/win99,spam
Salary credited ₹1499 to your account on 7/8/2025.,ham
Lunch at 2pm? Let me know.,ham
Lunch at 2pm? Let me know.,ham
Win big in cricket betting! ₹199 becomes ₹25000. Join: bit.ly/clm9x,spam
Transaction of ₹10000 done at Amazon. Avl bal: ₹11734.,ham
FREE recharge ₹199! Offer expires today. Click amzn.in/scam,spam
Your order #692353117 has been shipped. Track at flipkart.com.,ham
I'll be there by 7.,ham
Payment of ₹2999 received. Thank you for shopping with us.,ham
ALERT: Suspicious login detected on your SBI account. Verify immediately: amzn.in/scam,spam
Your subscription renews on 9/2/2025. Amount: ₹999.,ham
"Dear customer, your HDFC card is blocked. Update details at sbi-verify.net",spam
Your internet connection will be cut in 24 hrs. Pay bill: amzn.in/scam,spam
Can you send me the address again?,ham
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Your subscription renews on 13/5/2025. Amount: ₹199.,ham
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Crypto investment: ₹199 becomes ₹100000 in 7 days. t.co/fraud123,spam
New message from your doctor: test results are normal.,ham
Meeting rescheduled to 4pm.,ham
Meeting rescheduled to 4pm.,ham
Transaction of ₹5000 done at DMart. Avl bal: ₹9663.,ham
Your subscription renews on 9/6/2025. Amount: ₹199.,ham
Call me when you get home.,ham
"Alert: New device login to your account. If not you, click amzn.in/scam",spam
ALERT: Suspicious login detected on your SBI account. Verify immediately: bit.ly/clm9x,spam
Can you pick up milk on the way?,ham
Reminder: EMI of ₹299 due in 3 days.,ham
Your loan of ₹500000 approved instantly. No documents needed: amzn.in/scam,spam
Income Tax refund of ₹25000 approved. Provide bank details: bit.ly/clm9x,spam
Don't forget the assignment is due tomorrow.,ham
Happy birthday! Hope you have a great day.,ham
Meeting rescheduled to 4pm.,ham
Win big in cricket betting! ₹1999 becomes ₹100000. Join: tinyurl.com/win99,spam
Income Tax refund of ₹1000000 approved. Provide bank details: sbi-verify.net,spam
Google Pay reward: ₹500000 cashback waiting. Claim: bit.ly/clm9x,spam
Happy birthday! Hope you have a great day.,ham
"Running 10 mins late, sorry!",ham
Sending you the notes from today's class.,ham
Your loan of ₹500000 approved instantly. No documents needed: amzn.in/scam,spam
Reminder: EMI of ₹1499 due in 3 days.,ham
New message from your doctor: test results are normal.,ham
The match starts at 8pm. Don't miss it!,ham
Server maintenance scheduled for tonight 2-4am.,ham
I'll be there by 7.,ham
URGENT job offer! Earn ₹499/day from home. WhatsApp 9276349437,spam
Call me when you get home.,ham
Google Pay reward: ₹100000 cashback waiting. Claim: sbi-verify.net,spam
Your electricity bill of ₹2999 is due on 13/2/2025.,ham
Your order #781178315 has been shipped. Track at flipkart.com.,ham
FREE gold coin with every purchase above ₹499. Shop now: tinyurl.com/win99,spam
ALERT: Suspicious login detected on your SBI account. Verify immediately: bit.ly/clm9x,spam
Income Tax refund of ₹25000 approved. Provide bank details: amzn.in/scam,spam
"Mom, I'll call you tonight. In a meeting now.",ham
Server maintenance scheduled for tonight 2-4am.,ham
IMMEDIATE ACTION required: Aadhaar deactivation notice. bit.ly/clm9x,spam
Happy birthday! Hope you have a great day.,ham
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
FREE recharge ₹999! Offer expires today. Click sbi-verify.net,spam
Your internet connection will be cut in 24 hrs. Pay bill: bit.ly/clm9x,spam
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Govt scheme: Get ₹500000 directly in your account. Apply: bit.ly/clm9x,spam
Google Pay reward: ₹500000 cashback waiting. Claim: bit.ly/clm9x,spam
Your order #479823041 has been shipped. Track at flipkart.com.,ham
Sending you the notes from today's class.,ham
FREE gold coin with every purchase above ₹1999. Shop now: sbi-verify.net,spam
Sending you the notes from today's class.,ham
The match starts at 8pm. Don't miss it!,ham
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Your order #618840705 has been shipped. Track at flipkart.com.,ham
"Hey, are we still meeting today?",ham
Transaction of ₹5000 done at Reliance Fresh. Avl bal: ₹44265.,ham
URGENT job offer! Earn ₹199/day from home. WhatsApp 9337644501,spam
Your subscription renews on 20/11/2025. Amount: ₹2999.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Your PhonePe account shows suspicious activity. Verify: t.co/fraud123,spam
URGENT job offer! Earn ₹999/day from home. WhatsApp 9454907373,spam
Reminder: EMI of ₹299 due in 3 days.,ham
Lunch at 2pm? Let me know.,ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9496353078,spam
Package delivered to your door. Check the doorstep.,ham
Your Amazon account is compromised. Reset password: t.co/fraud123,spam
"Thanks for yesterday, really helpful.",ham
Flipkart sale! Get 90% off. First 100 users only. t.co/fraud123,spam
Your internet connection will be cut in 24 hrs. Pay bill: bit.ly/clm9x,spam
The match starts at 8pm. Don't miss it!,ham
FREE gold coin with every purchase above ₹1999. Shop now: sbi-verify.net,spam
Sending you the notes from today's class.,ham
Police notice: You have a pending case. Pay ₹1999 fine now: t.co/fraud123,spam
Server maintenance scheduled for tonight 2-4am.,ham
Happy birthday! Hope you have a great day.,ham
Can you send me the address again?,ham
Server maintenance scheduled for tonight 2-4am.,ham
ALERT: Suspicious login detected on your SBI account. Verify immediately: sbi-verify.net,spam
Income Tax refund of ₹50000 approved. Provide bank details: t.co/fraud123,spam
Your KYC is PENDING. Failure to update will SUSPEND your account. bit.ly/clm9x,spam
Google Pay reward: ₹50000 cashback waiting. Claim: t.co/fraud123,spam
Server maintenance scheduled for tonight 2-4am.,ham
Bank customer survey: Complete and win ₹25000 cashback. sbi-verify.net,spam
Can we reschedule our call to Thursday?,ham
Lunch at 2pm? Let me know.,ham
Sending you the notes from today's class.,ham
SBI YONO alert: ₹100000 reward points expiring today. Redeem: sbi-verify.net,spam
"Alert: New device login to your account. If not you, click sbi-verify.net",spam
Crypto investment: ₹999 becomes ₹50000 in 7 days. sbi-verify.net,spam
Happy birthday! Hope you have a great day.,ham
URGENT: Your account will be BLOCKED! Click sbi-verify.net to verify NOW!,spam
Congratulations! You have WON ₹500000 in our lucky draw! Claim at sbi-verify.net,spam
Happy birthday! Hope you have a great day.,ham
Your loan of ₹500000 approved instantly. No documents needed: bit.ly/clm9x,spam
Package delivered to your door. Check the doorstep.,ham
"Running 10 mins late, sorry!",ham
Your KYC is PENDING. Failure to update will SUSPEND your account. tinyurl.com/win99,spam
Sending you the notes from today's class.,ham
Your flight PNR is 7FBNEN. Check-in opens 48 hrs before.,ham
Salary credited ₹1499 to your account on 13/3/2025.,ham
Lunch at 2pm? Let me know.,ham
Can you send me the address again?,ham
You have won a FREE iPhone 15! Limited offer. Click sbi-verify.net to claim.,spam
Don't forget the assignment is due tomorrow.,ham
Your flight PNR is UMQR3X. Check-in opens 48 hrs before.,ham
FREE recharge ₹5000! Offer expires today. Click t.co/fraud123,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Earn ₹500000 daily from home! No investment needed. Join now: bit.ly/clm9x,spam
Congratulations! You have WON ₹500000 in our lucky draw! Claim at t.co/fraud123,spam
You have won a FREE iPhone 15! Limited offer. Click sbi-verify.net to claim.,spam
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Your flight PNR is GBMYJK. Check-in opens 48 hrs before.,ham
Crypto investment: ₹5000 becomes ₹500000 in 7 days. bit.ly/clm9x,spam
URGENT job offer! Earn ₹199/day from home. WhatsApp 9771059394,spam
Can you pick up milk on the way?,ham
Can we reschedule our call to Thursday?,ham
Your electricity bill of ₹2999 is due on 5/1/2025.,ham
"Dear customer, your appointment is confirmed for 17/7/2025.",ham
Your flight PNR is AXKFRV. Check-in opens 48 hrs before.,ham
Govt scheme: Get ₹500000 directly in your account. Apply: t.co/fraud123,spam
Reminder: EMI of ₹10000 due in 3 days.,ham
Your KYC is PENDING. Failure to update will SUSPEND your account. t.co/fraud123,spam
Congratulations! You have WON ₹1000000 in our lucky draw! Claim at sbi-verify.net,spam
Flipkart sale! Get 90% off. First 100 users only. tinyurl.com/win99,spam
FREE recharge ₹1999! Offer expires today. Click sbi-verify.net,spam
"Dear customer, your appointment is confirmed for 1/3/2025.",ham
Your flight PNR is 6YD1A5. Check-in opens 48 hrs before.,ham
Your subscription renews on 18/5/2025. Amount: ₹1499.,ham
Your subscription renews on 1/1/2025. Amount: ₹1499.,ham
I'll be there by 7.,ham
Reminder: EMI of ₹1499 due in 3 days.,ham
Meeting rescheduled to 4pm.,ham
Lunch at 2pm? Let me know.,ham
Your electricity bill of ₹10000 is due on 4/10/2025.,ham
Your electricity bill of ₹199 is due on 15/1/2025.,ham
Your subscription renews on 19/1/2025. Amount: ₹1499.,ham
IMMEDIATE ACTION required: Aadhaar deactivation notice. amzn.in/scam,spam
Your CVV has been changed without your permission. Call 9731268027,spam
Reminder: EMI of ₹999 due in 3 days.,ham
Your subscription renews on 28/4/2025. Amount: ₹299.,ham
Meeting rescheduled to 4pm.,ham
Payment of ₹999 received. Thank you for shopping with us.,ham
Don't forget the assignment is due tomorrow.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
ALERT: Suspicious login detected on your SBI account. Verify immediately: tinyurl.com/win99,spam
Flipkart sale! Get 90% off. First 100 users only. sbi-verify.net,spam
"Running 10 mins late, sorry!",ham
You have won a FREE iPhone 15! Limited offer. Click sbi-verify.net to claim.,spam
Your OTP is 172274. Valid for 10 minutes. Do not share.,ham
Package delivered to your door. Check the doorstep.,ham
Server maintenance scheduled for tonight 2-4am.,ham
Your Paytm wallet will be deactivated. Verify KYC now: t.co/fraud123,spam
Your electricity bill of ₹499 is due on 13/3/2025.,ham
Call me when you get home.,ham
FREE gold coin with every purchase above ₹999. Shop now: sbi-verify.net,spam
Payment of ₹499 received. Thank you for shopping with us.,ham
"Alert: New device login to your account. If not you, click amzn.in/scam",spam
Server maintenance scheduled for tonight 2-4am.,ham
I'll be there by 7.,ham
Your internet connection will be cut in 24 hrs. Pay bill: sbi-verify.net,spam
Congratulations! You have WON ₹500000 in our lucky draw! Claim at sbi-verify.net,spam
URGENT job offer! Earn ₹1999/day from home. WhatsApp 9237978393,spam
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Meeting rescheduled to 4pm.,ham
Police notice: You have a pending case. Pay ₹199 fine now: tinyurl.com/win99,spam
Your CVV has been changed without your permission. Call 9663763020,spam
Congratulations! Your profile selected for ₹100000 govt grant. amzn.in/scam,spam
"Running 10 mins late, sorry!",ham
"Dear customer, your appointment is confirmed for 16/12/2025.",ham
I'll be there by 7.,ham
Can you send me the address again?,ham
I'll be there by 7.,ham
Happy birthday! Hope you have a great day.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Your OTP is 385470. Valid for 10 minutes. Do not share.,ham
Your CVV has been changed without your permission. Call 9878891323,spam
Congratulations! Your profile selected for ₹100000 govt grant. tinyurl.com/win99,spam
Payment of ₹1499 received. Thank you for shopping with us.,ham
Your electricity bill of ₹10000 is due on 16/6/2025.,ham
Server maintenance scheduled for tonight 2-4am.,ham
Your Paytm wallet will be deactivated. Verify KYC now: bit.ly/clm9x,spam
Meeting rescheduled to 4pm.,ham
Sending you the notes from today's class.,ham
"Thanks for yesterday, really helpful.",ham
"Thanks for yesterday, really helpful.",ham
I'll be there by 7.,ham
Google Pay reward: ₹50000 cashback waiting. Claim: sbi-verify.net,spam
Reminder: EMI of ₹299 due in 3 days.,ham
FREE gold coin with every purchase above ₹199. Shop now: amzn.in/scam,spam
Bank customer survey: Complete and win ₹500000 cashback. bit.ly/clm9x,spam
URGENT job offer! Earn ₹1999/day from home. WhatsApp 9905237642,spam
"Running 10 mins late, sorry!",ham
Lunch at 2pm? Let me know.,ham
"Dear customer, your appointment is confirmed for 11/11/2025.",ham
Can you send me the address again?,ham
SBI YONO alert: ₹50000 reward points expiring today. Redeem: sbi-verify.net,spam
"Running 10 mins late, sorry!",ham
Congratulations! Your profile selected for ₹500000 govt grant. sbi-verify.net,spam
Your KYC is PENDING. Failure to update will SUSPEND your account. t.co/fraud123,spam
URGENT job offer! Earn ₹5000/day from home. WhatsApp 9709977378,spam
Can you pick up milk on the way?,ham
Your subscription renews on 6/10/2025. Amount: ₹199.,ham
"Running 10 mins late, sorry!",ham
Payment of ₹1499 received. Thank you for shopping with us.,ham
Your Amazon account is compromised. Reset password: sbi-verify.net,spam
Win big in cricket betting! ₹199 becomes ₹500000. Join: tinyurl.com/win99,spam
Can you send me the address again?,ham
Transaction of ₹499 done at DMart. Avl bal: ₹22618.,ham
Congratulations! Your profile selected for ₹500000 govt grant. tinyurl.com/win99,spam
Flipkart sale! Get 90% off. First 100 users only. amzn.in/scam,spam
URGENT job offer! Earn ₹199/day from home. WhatsApp 9361067244,spam
Earn ₹50000 daily from home! No investment needed. Join now: tinyurl.com/win99,spam
Call me when you get home.,ham
Your order #220123666 has been shipped. Track at flipkart.com.,ham
Your OTP is 108248. Valid for 10 minutes. Do not share.,ham
I'll be there by 7.,ham
Transaction of ₹5000 done at Reliance Fresh. Avl bal: ₹23898.,ham
Earn ₹25000 daily from home! No investment needed. Join now: bit.ly/clm9x,spam
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9396586682,spam
Income Tax refund of ₹500000 approved. Provide bank details: t.co/fraud123,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Call me when you get home.,ham
Don't forget the assignment is due tomorrow.,ham
URGENT: Your account will be BLOCKED! Click tinyurl.com/win99 to verify NOW!,spam
Earn ₹25000 daily from home! No investment needed. Join now: bit.ly/clm9x,spam
Congratulations! Your profile selected for ₹500000 govt grant. sbi-verify.net,spam
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Don't forget the assignment is due tomorrow.,ham
Crypto investment: ₹1999 becomes ₹25000 in 7 days. t.co/fraud123,spam
Can you pick up milk on the way?,ham
Govt scheme: Get ₹500000 directly in your account. Apply: t.co/fraud123,spam
Crypto investment: ₹999 becomes ₹1000000 in 7 days. amzn.in/scam,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
LOTTERY WIN! ₹1000000 prize money awaiting you. Contact 9468610566,spam
Transaction of ₹5000 done at DMart. Avl bal: ₹41387.,ham
"Alert: New device login to your account. If not you, click t.co/fraud123",spam
The match starts at 8pm. Don't miss it!,ham
"Mom, I'll call you tonight. In a meeting now.",ham
"Running 10 mins late, sorry!",ham
Transaction of ₹999 done at Zomato. Avl bal: ₹11421.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
Transaction of ₹499 done at Reliance Fresh. Avl bal: ₹27017.,ham
"Running 10 mins late, sorry!",ham
URGENT job offer! Earn ₹199/day from home. WhatsApp 9531070910,spam
Reminder: EMI of ₹999 due in 3 days.,ham
Don't forget the assignment is due tomorrow.,ham
Reminder: EMI of ₹199 due in 3 days.,ham
Your PhonePe account shows suspicious activity. Verify: sbi-verify.net,spam
Crypto investment: ₹999 becomes ₹50000 in 7 days. t.co/fraud123,spam
Your loan of ₹500000 approved instantly. No documents needed: bit.ly/clm9x,spam
Your electricity bill of ₹10000 is due on 3/10/2025.,ham
Don't forget the assignment is due tomorrow.,ham
You have won a FREE iPhone 15! Limited offer. Click tinyurl.com/win99 to claim.,spam
Flipkart sale! Get 90% off. First 100 users only. bit.ly/clm9x,spam
Congratulations! Your profile selected for ₹500000 govt grant. t.co/fraud123,spam
Can you send me the address again?,ham
Payment of ₹1499 received. Thank you for shopping with us.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
Your KYC is PENDING. Failure to update will SUSPEND your account. bit.ly/clm9x,spam
The match starts at 8pm. Don't miss it!,ham
Reminder: EMI of ₹2999 due in 3 days.,ham
FREE gold coin with every purchase above ₹5000. Shop now: sbi-verify.net,spam
Transaction of ₹499 done at Amazon. Avl bal: ₹41048.,ham
Your internet connection will be cut in 24 hrs. Pay bill: bit.ly/clm9x,spam
Your electricity bill of ₹499 is due on 26/8/2025.,ham
Earn ₹25000 daily from home! No investment needed. Join now: bit.ly/clm9x,spam
Your subscription renews on 11/12/2025. Amount: ₹499.,ham
Payment of ₹10000 received. Thank you for shopping with us.,ham
Don't forget the assignment is due tomorrow.,ham
Bank customer survey: Complete and win ₹100000 cashback. bit.ly/clm9x,spam
The match starts at 8pm. Don't miss it!,ham
LOTTERY WIN! ₹50000 prize money awaiting you. Contact 9966643962,spam
"Dear customer, your appointment is confirmed for 9/11/2025.",ham
Flipkart sale! Get 90% off. First 100 users only. bit.ly/clm9x,spam
Flipkart sale! Get 90% off. First 100 users only. amzn.in/scam,spam
Your order #353507570 has been shipped. Track at flipkart.com.,ham
Your subscription renews on 8/6/2025. Amount: ₹199.,ham
New message from your doctor: test results are normal.,ham
Your OTP is 585556. Valid for 10 minutes. Do not share.,ham
New message from your doctor: test results are normal.,ham
Your Amazon account is compromised. Reset password: bit.ly/clm9x,spam
"Mom, I'll call you tonight. In a meeting now.",ham
Salary credited ₹999 to your account on 4/4/2025.,ham
You have won a FREE iPhone 15! Limited offer. Click sbi-verify.net to claim.,spam
The match starts at 8pm. Don't miss it!,ham
Reminder: EMI of ₹2999 due in 3 days.,ham
Your loan of ₹500000 approved instantly. No documents needed: tinyurl.com/win99,spam
Can you pick up milk on the way?,ham
Salary credited ₹999 to your account on 21/7/2025.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Transaction of ₹199 done at Amazon. Avl bal: ₹17133.,ham
Your order #692749116 has been shipped. Track at flipkart.com.,ham
"Alert: New device login to your account. If not you, click amzn.in/scam",spam
Flipkart sale! Get 90% off. First 100 users only. tinyurl.com/win99,spam
Can we reschedule our call to Thursday?,ham
Bank customer survey: Complete and win ₹25000 cashback. sbi-verify.net,spam
Your subscription renews on 6/4/2025. Amount: ₹999.,ham
Your CVV has been changed without your permission. Call 9228509048,spam
Win big in cricket betting! ₹999 becomes ₹1000000. Join: tinyurl.com/win99,spam
Your flight PNR is NPVGUC. Check-in opens 48 hrs before.,ham
"Hey, are we still meeting today?",ham
Sending you the notes from today's class.,ham
Lunch at 2pm? Let me know.,ham
LOTTERY WIN! ₹1000000 prize money awaiting you. Contact 9756289463,spam
Happy birthday! Hope you have a great day.,ham
Your order #293567046 has been shipped. Track at flipkart.com.,ham
Income Tax refund of ₹1000000 approved. Provide bank details: amzn.in/scam,spam
Package delivered to your door. Check the doorstep.,ham
"Alert: New device login to your account. If not you, click sbi-verify.net",spam
Crypto investment: ₹999 becomes ₹25000 in 7 days. tinyurl.com/win99,spam
Lunch at 2pm? Let me know.,ham
New message from your doctor: test results are normal.,ham
"Thanks for yesterday, really helpful.",ham
Your PhonePe account shows suspicious activity. Verify: bit.ly/clm9x,spam
Happy birthday! Hope you have a great day.,ham
"Thanks for yesterday, really helpful.",ham
FREE gold coin with every purchase above ₹1999. Shop now: bit.ly/clm9x,spam
I'll be there by 7.,ham
ALERT: Suspicious login detected on your SBI account. Verify immediately: bit.ly/clm9x,spam
Crypto investment: ₹1999 becomes ₹25000 in 7 days. amzn.in/scam,spam
Your loan of ₹100000 approved instantly. No documents needed: t.co/fraud123,spam
Google Pay reward: ₹50000 cashback waiting. Claim: tinyurl.com/win99,spam
"Hey, are we still meeting today?",ham
Your Paytm wallet will be deactivated. Verify KYC now: sbi-verify.net,spam
Congratulations! Your profile selected for ₹50000 govt grant. sbi-verify.net,spam
"Dear customer, your appointment is confirmed for 1/7/2025.",ham
You have won a FREE iPhone 15! Limited offer. Click sbi-verify.net to claim.,spam
Earn ₹25000 daily from home! No investment needed. Join now: amzn.in/scam,spam
"Dear customer, your appointment is confirmed for 5/6/2025.",ham
Police notice: You have a pending case. Pay ₹499 fine now: t.co/fraud123,spam
"Mom, I'll call you tonight. In a meeting now.",ham
"Dear customer, your HDFC card is blocked. Update details at sbi-verify.net",spam
Can you pick up milk on the way?,ham
ALERT: Suspicious login detected on your SBI account. Verify immediately: tinyurl.com/win99,spam
Don't forget the assignment is due tomorrow.,ham
Google Pay reward: ₹500000 cashback waiting. Claim: tinyurl.com/win99,spam
"Dear customer, your HDFC card is blocked. Update details at tinyurl.com/win99",spam
Google Pay reward: ₹500000 cashback waiting. Claim: amzn.in/scam,spam
Salary credited ₹2999 to your account on 12/7/2025.,ham
Police notice: You have a pending case. Pay ₹999 fine now: t.co/fraud123,spam
SBI YONO alert: ₹100000 reward points expiring today. Redeem: t.co/fraud123,spam
Package delivered to your door. Check the doorstep.,ham
Happy birthday! Hope you have a great day.,ham
Can you send me the address again?,ham
Salary credited ₹499 to your account on 23/3/2025.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Reminder: EMI of ₹5000 due in 3 days.,ham
Can we reschedule our call to Thursday?,ham
Can we reschedule our call to Thursday?,ham
Your order #989257792 has been shipped. Track at flipkart.com.,ham
"Running 10 mins late, sorry!",ham
"Mom, I'll call you tonight. In a meeting now.",ham
Crypto investment: ₹999 becomes ₹25000 in 7 days. sbi-verify.net,spam
"Thanks for yesterday, really helpful.",ham
SBI YONO alert: ₹500000 reward points expiring today. Redeem: amzn.in/scam,spam
Your CVV has been changed without your permission. Call 9783718347,spam
Lunch at 2pm? Let me know.,ham
New message from your doctor: test results are normal.,ham
"Hey, are we still meeting today?",ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Meeting rescheduled to 4pm.,ham
Meeting rescheduled to 4pm.,ham
"Dear customer, your HDFC card is blocked. Update details at bit.ly/clm9x",spam
Meeting rescheduled to 4pm.,ham
URGENT job offer! Earn ₹5000/day from home. WhatsApp 9382184330,spam
"Dear customer, your HDFC card is blocked. Update details at amzn.in/scam",spam
Call me when you get home.,ham
I'll be there by 7.,ham
Transaction of ₹2999 done at DMart. Avl bal: ₹13918.,ham
Server maintenance scheduled for tonight 2-4am.,ham
Your KYC is PENDING. Failure to update will SUSPEND your account. bit.ly/clm9x,spam
URGENT job offer! Earn ₹5000/day from home. WhatsApp 9345211832,spam
Don't forget the assignment is due tomorrow.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
Your CVV has been changed without your permission. Call 9610525583,spam
Lunch at 2pm? Let me know.,ham
Transaction of ₹299 done at Zomato. Avl bal: ₹24632.,ham
Don't forget the assignment is due tomorrow.,ham
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Your PhonePe account shows suspicious activity. Verify: bit.ly/clm9x,spam
I'll be there by 7.,ham
I'll be there by 7.,ham
Crypto investment: ₹1999 becomes ₹50000 in 7 days. sbi-verify.net,spam
Your loan of ₹100000 approved instantly. No documents needed: amzn.in/scam,spam
Your PhonePe account shows suspicious activity. Verify: tinyurl.com/win99,spam
Congratulations! Your profile selected for ₹100000 govt grant. tinyurl.com/win99,spam
Meeting rescheduled to 4pm.,ham
Meeting rescheduled to 4pm.,ham
Congratulations! Your profile selected for ₹50000 govt grant. tinyurl.com/win99,spam
Your electricity bill of ₹10000 is due on 2/1/2025.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
Meeting rescheduled to 4pm.,ham
"Running 10 mins late, sorry!",ham
"Hey, are we still meeting today?",ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9681172939,spam
Payment of ₹2999 received. Thank you for shopping with us.,ham
Meeting rescheduled to 4pm.,ham
New message from your doctor: test results are normal.,ham
Your CVV has been changed without your permission. Call 9305064440,spam
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Package delivered to your door. Check the doorstep.,ham
Your loan of ₹1000000 approved instantly. No documents needed: bit.ly/clm9x,spam
Your PhonePe account shows suspicious activity. Verify: bit.ly/clm9x,spam
Happy birthday! Hope you have a great day.,ham
Govt scheme: Get ₹25000 directly in your account. Apply: amzn.in/scam,spam
The match starts at 8pm. Don't miss it!,ham
SBI YONO alert: ₹50000 reward points expiring today. Redeem: tinyurl.com/win99,spam
Meeting rescheduled to 4pm.,ham
I'll be there by 7.,ham
I'll be there by 7.,ham
IMMEDIATE ACTION required: Aadhaar deactivation notice. sbi-verify.net,spam
Reminder: EMI of ₹199 due in 3 days.,ham
Win big in cricket betting! ₹5000 becomes ₹500000. Join: sbi-verify.net,spam
Call me when you get home.,ham
Google Pay reward: ₹1000000 cashback waiting. Claim: bit.ly/clm9x,spam
URGENT: Your account will be BLOCKED! Click amzn.in/scam to verify NOW!,spam
Flipkart sale! Get 90% off. First 100 users only. t.co/fraud123,spam
New message from your doctor: test results are normal.,ham
Don't forget the assignment is due tomorrow.,ham
Your electricity bill of ₹1499 is due on 19/9/2025.,ham
Your subscription renews on 15/8/2025. Amount: ₹199.,ham
Congratulations! Your profile selected for ₹100000 govt grant. tinyurl.com/win99,spam
"Thanks for yesterday, really helpful.",ham
Don't forget the assignment is due tomorrow.,ham
"Running 10 mins late, sorry!",ham
Package delivered to your door. Check the doorstep.,ham
Can you pick up milk on the way?,ham
FREE gold coin with every purchase above ₹199. Shop now: sbi-verify.net,spam
Server maintenance scheduled for tonight 2-4am.,ham
Can you pick up milk on the way?,ham
I'll be there by 7.,ham
The match starts at 8pm. Don't miss it!,ham
Call me when you get home.,ham
URGENT job offer! Earn ₹999/day from home. WhatsApp 9602861644,spam
Call me when you get home.,ham
Your Paytm wallet will be deactivated. Verify KYC now: t.co/fraud123,spam
Crypto investment: ₹5000 becomes ₹500000 in 7 days. sbi-verify.net,spam
"Thanks for yesterday, really helpful.",ham
Police notice: You have a pending case. Pay ₹999 fine now: amzn.in/scam,spam
"Alert: New device login to your account. If not you, click t.co/fraud123",spam
Transaction of ₹1499 done at Zomato. Avl bal: ₹43492.,ham
Happy birthday! Hope you have a great day.,ham
Congratulations! You have WON ₹500000 in our lucky draw! Claim at t.co/fraud123,spam
ALERT: Suspicious login detected on your SBI account. Verify immediately: tinyurl.com/win99,spam
Sending you the notes from today's class.,ham
Your subscription renews on 22/7/2025. Amount: ₹2999.,ham
Your Amazon account is compromised. Reset password: bit.ly/clm9x,spam
Win big in cricket betting! ₹999 becomes ₹100000. Join: sbi-verify.net,spam
"Mom, I'll call you tonight. In a meeting now.",ham
New message from your doctor: test results are normal.,ham
Income Tax refund of ₹50000 approved. Provide bank details: sbi-verify.net,spam
New message from your doctor: test results are normal.,ham
Flipkart sale! Get 90% off. First 100 users only. bit.ly/clm9x,spam
Happy birthday! Hope you have a great day.,ham
Your flight PNR is 4BME9F. Check-in opens 48 hrs before.,ham
Can you pick up milk on the way?,ham
Congratulations! Your profile selected for ₹500000 govt grant. tinyurl.com/win99,spam
Your PhonePe account shows suspicious activity. Verify: tinyurl.com/win99,spam
Your flight PNR is 2TNYHP. Check-in opens 48 hrs before.,ham
Don't forget the assignment is due tomorrow.,ham
Your subscription renews on 23/2/2025. Amount: ₹499.,ham
Happy birthday! Hope you have a great day.,ham
Can you send me the address again?,ham
URGENT: Your account will be BLOCKED! Click tinyurl.com/win99 to verify NOW!,spam
Call me when you get home.,ham
Server maintenance scheduled for tonight 2-4am.,ham
Your subscription renews on 23/12/2025. Amount: ₹10000.,ham
"Alert: New device login to your account. If not you, click bit.ly/clm9x",spam
Your OTP is 637966. Valid for 10 minutes. Do not share.,ham
"Dear customer, your HDFC card is blocked. Update details at amzn.in/scam",spam
Your PhonePe account shows suspicious activity. Verify: sbi-verify.net,spam
Crypto investment: ₹199 becomes ₹1000000 in 7 days. amzn.in/scam,spam
"Dear customer, your appointment is confirmed for 10/8/2025.",ham
IMMEDIATE ACTION required: Aadhaar deactivation notice. t.co/fraud123,spam
"Mom, I'll call you tonight. In a meeting now.",ham
Can you pick up milk on the way?,ham
Your order #376831869 has been shipped. Track at flipkart.com.,ham
I'll be there by 7.,ham
Your CVV has been changed without your permission. Call 9110310578,spam
LOTTERY WIN! ₹1000000 prize money awaiting you. Contact 9783347422,spam
Sending you the notes from today's class.,ham
Package delivered to your door. Check the doorstep.,ham
Can we reschedule our call to Thursday?,ham
